x;y;z;rho_r;rho_b;psi
63;53;48;0.947075;0.0269614;0.94464
37;54;48;0.964806;0.0179783;0.963413
38;54;48;0.824416;0.0892696;0.804594
39;54;48;0.514056;0.24628;0.352181
40;54;48;0.213834;0.397805;-0.300783
41;54;48;0.0603704;0.476205;-0.774979
42;54;48;0.0120388;0.501095;-0.953077
43;54;48;0.00196756;0.506161;-0.992256
44;54;48;0.000318899;0.50693;-0.998743
45;54;48;5.63705e-05;0.507065;-0.999778
46;54;48;1.13433e-05;0.507095;-0.999955
47;54;48;2.70909e-06;0.507093;-0.999989
48;54;48;8.17234e-07;0.507095;-0.999997
49;54;48;3.50797e-07;0.507098;-0.999999
50;54;48;2.57361e-07;0.507098;-0.999999
51;54;48;3.59275e-07;0.507098;-0.999999
52;54;48;8.57973e-07;0.507094;-0.999997
53;54;48;2.92118e-06;0.507093;-0.999988
54;54;48;1.25194e-05;0.507095;-0.999951
55;54;48;6.31203e-05;0.50706;-0.999751
56;54;48;0.000358816;0.506911;-0.998585
57;54;48;0.00220542;0.506061;-0.991322
58;54;48;0.0132934;0.500455;-0.948249
59;54;48;0.0651185;0.473731;-0.758305
60;54;48;0.225585;0.391887;-0.269326
61;54;48;0.53067;0.237766;0.381168
62;54;48;0.8351;0.0838303;0.817548
63;54;48;0.967619;0.0165352;0.966397
37;55;48;0.981171;0.00968216;0.980457
38;55;48;0.896629;0.0526773;0.889019
39;55;48;0.652495;0.176205;0.574744
40;55;48;0.331534;0.338346;-0.0101692
41;55;48;0.117446;0.446869;-0.583756
42;55;48;0.0302641;0.491613;-0.884018
43;55;48;0.00619594;0.504092;-0.975716
44;55;48;0.00117734;0.506555;-0.995362
45;55;48;0.000237996;0.506951;-0.999062
46;55;48;5.49495e-05;0.507071;-0.999783
47;55;48;1.52187e-05;0.507099;-0.99994
48;55;48;5.4204e-06;0.507102;-0.999979
49;55;48;2.74257e-06;0.507103;-0.999989
50;55;48;2.18684e-06;0.507103;-0.999991
51;55;48;2.87169e-06;0.507102;-0.999989
52;55;48;5.90138e-06;0.507099;-0.999977
53;55;48;1.70958e-05;0.507097;-0.999933
54;55;48;6.31203e-05;0.50706;-0.999751
55;55;48;0.000276651;0.506925;-0.998909
56;55;48;0.00136929;0.506467;-0.994607
57;55;48;0.00710634;0.503617;-0.972171
58;55;48;0.0338058;0.489737;-0.870858
59;55;48;0.127446;0.441814;-0.552239
60;55;48;0.349904;0.32901;0.0307762
61;55;48;0.671294;0.166731;0.602085
62;55;48;0.905014;0.048367;0.898536
63;55;48;0.982961;0.008747;0.98236
38;56;48;0.948994;0.026072;0.946523
39;56;48;0.793199;0.105168;0.765869
40;56;48;0.500296;0.253178;0.327971
41;56;48;0.226486;0.391314;-0.266798
42;56;48;0.0766609;0.467677;-0.718333
43;56;48;0.0206322;0.496597;-0.92022
44;56;48;0.00488432;0.504767;-0.980833
45;56;48;0.00115736;0.506576;-0.995441
46;56;48;0.000307282;0.50695;-0.998788
47;56;48;9.83968e-05;0.507066;-0.999612
48;56;48;4.05972e-05;0.5071;-0.99984
49;56;48;2.3219e-05;0.507104;-0.999908
50;56;48;1.94775e-05;0.507104;-0.999923
51;56;48;2.44123e-05;0.507103;-0.999904
52;56;48;4.46118e-05;0.507095;-0.999824
53;56;48;0.000112049;0.507052;-0.999558
54;56;48;0.000358816;0.506911;-0.998585
55;56;48;0.00136929;0.506467;-0.994607
56;56;48;0.00575389;0.5043;-0.977438
57;56;48;0.0237783;0.494937;-0.908318
58;56;48;0.0856744;0.463068;-0.687743
59;56;48;0.245091;0.381806;-0.218081
60;56;48;0.524952;0.240715;0.371228
61;56;48;0.809946;0.0966129;0.786858
62;56;48;0.954328;0.023346;0.952242
38;57;48;0.978894;0.0108618;0.978051
39;57;48;0.901367;0.0503029;0.894285
40;57;48;0.695055;0.154785;0.635731
41;57;48;0.40676;0.300434;0.150349
42;57;48;0.181402;0.414215;-0.390877
43;57;48;0.0653745;0.473476;-0.757355
44;57;48;0.0204083;0.496726;-0.921071
45;57;48;0.00604378;0.50419;-0.97631
46;57;48;0.00189487;0.506219;-0.992542
47;57;48;0.000699004;0.50677;-0.997245
48;57;48;0.000327032;0.506951;-0.998711
49;57;48;0.000204862;0.507034;-0.999192
50;57;48;0.000177425;0.507047;-0.9993
51;57;48;0.000214614;0.507025;-0.999154
52;57;48;0.000357506;0.506924;-0.998591
53;57;48;0.000792435;0.50671;-0.996877
54;57;48;0.00220542;0.506061;-0.991322
55;57;48;0.00710634;0.503617;-0.972171
56;57;48;0.0237783;0.494937;-0.908318
57;57;48;0.0744478;0.468832;-0.725932
58;57;48;0.200373;0.404466;-0.337434
59;57;48;0.434959;0.286099;0.206447
60;57;48;0.719737;0.14221;0.670027
61;57;48;0.912392;0.0447029;0.906586
62;57;48;0.981609;0.00947601;0.980877
39;58;48;0.962458;0.0192441;0.960794
40;58;48;0.857887;0.0723492;0.84445
41;58;48;0.637915;0.183729;0.552777
42;58;48;0.375294;0.31627;0.0853482
43;58;48;0.180311;0.414767;-0.393992
44;58;48;0.0755256;0.468266;-0.722226
45;58;48;0.0295351;0.492019;-0.886742
46;58;48;0.0116694;0.501312;-0.954504
47;58;48;0.00509642;0.504653;-0.980004
48;58;48;0.00268449;0.505819;-0.989442
49;58;48;0.00181063;0.506231;-0.992872
50;58;48;0.00160543;0.506318;-0.993678
51;58;48;0.00188502;0.506199;-0.99258
52;58;48;0.00290158;0.505698;-0.98859
53;58;48;0.00569035;0.50436;-0.977687
54;58;48;0.0132934;0.500455;-0.948249
55;58;48;0.0338058;0.489737;-0.870858
56;58;48;0.0856744;0.463068;-0.687743
57;58;48;0.200373;0.404466;-0.337434
58;58;48;0.405726;0.30089;0.148363
59;58;48;0.667992;0.168415;0.597289
60;58;48;0.874698;0.0638377;0.863963
61;58;48;0.967763;0.0165357;0.966401
39;59;48;0.988248;0.0060757;0.987779
40;59;48;0.950164;0.025516;0.947696
41;59;48;0.839792;0.0814759;0.823122
42;59;48;0.636339;0.184513;0.550436
43;59;48;0.403724;0.30194;0.144239
44;59;48;0.223402;0.392884;-0.275005
45;59;48;0.115203;0.447998;-0.590899
46;59;48;0.0591085;0.476881;-0.779442
47;59;48;0.0320899;0.490653;-0.877225
48;59;48;0.0197706;0.497104;-0.923499
49;59;48;0.0145557;0.499817;-0.943404
50;59;48;0.013231;0.500465;-0.948487
51;59;48;0.0150269;0.499578;-0.941598
52;59;48;0.0210003;0.496447;-0.918831
53;59;48;0.0348961;0.489211;-0.866836
54;59;48;0.0651185;0.473731;-0.758305
55;59;48;0.127446;0.441814;-0.552239
56;59;48;0.245091;0.381806;-0.218081
57;59;48;0.434959;0.286099;0.206447
58;59;48;0.667992;0.168415;0.597289
59;59;48;0.859732;0.0714157;0.846607
60;59;48;0.957747;0.0216536;0.955782
61;59;48;0.990208;0.00507614;0.9898
40;60;48;0.986258;0.00709551;0.985714
41;60;48;0.949765;0.0257103;0.947287
42;60;48;0.856125;0.073214;0.842439
43;60;48;0.691258;0.156671;0.630463
44;60;48;0.49542;0.255569;0.319379
45;60;48;0.327331;0.340444;-0.0196369
46;60;48;0.211143;0.399144;-0.308054
47;60;48;0.14088;0.435173;-0.510878
48;60;48;0.10171;0.455158;-0.634706
49;60;48;0.0826414;0.464784;-0.698072
50;60;48;0.077543;0.467502;-0.715462
51;60;48;0.0844397;0.463839;-0.691982
52;60;48;0.106026;0.452993;-0.620671
53;60;48;0.149061;0.430917;-0.485976
54;60;48;0.225585;0.391887;-0.269326
55;60;48;0.349904;0.32901;0.0307762
56;60;48;0.524952;0.240715;0.371228
57;60;48;0.719737;0.14221;0.670027
58;60;48;0.874698;0.0638377;0.863963
59;60;48;0.957747;0.0216536;0.955782
60;60;48;0.988705;0.00585282;0.98823
41;61;48;0.988035;0.00617232;0.987583
42;61;48;0.961638;0.0196361;0.959978
43;61;48;0.899235;0.0513411;0.891979
44;61;48;0.789508;0.10699;0.761316
45;61;48;0.648272;0.178258;0.56866
46;61;48;0.510875;0.247845;0.346676
47;61;48;0.402349;0.302689;0.141355
48;61;48;0.329734;0.339313;-0.0143173
49;61;48;0.289929;0.359426;-0.107024
50;61;48;0.278406;0.365043;-0.134645
51;61;48;0.293943;0.357455;-0.0975005
52;61;48;0.338305;0.334946;0.0049887
53;61;48;0.416542;0.295564;0.169887
54;61;48;0.53067;0.237766;0.381168
55;61;48;0.671294;0.166731;0.602085
56;61;48;0.809946;0.0966129;0.786858
57;61;48;0.912392;0.0447029;0.906586
58;61;48;0.967763;0.0165357;0.966401
59;61;48;0.990208;0.00507614;0.9898
43;62;48;0.978287;0.0111382;0.977486
44;62;48;0.947798;0.02664;0.945322
45;62;48;0.894947;0.0534926;0.887199
46;62;48;0.822954;0.0899589;0.802919
47;62;48;0.745951;0.128913;0.705295
48;62;48;0.680775;0.161805;0.61593
49;62;48;0.639186;0.182743;0.555331
50;62;48;0.626415;0.189279;0.535906
51;62;48;0.64356;0.180513;0.5619
52;62;48;0.689257;0.157572;0.627854
53;62;48;0.75739;0.123116;0.720351
54;62;48;0.8351;0.0838303;0.817548
55;62;48;0.905014;0.048367;0.898536
56;62;48;0.954328;0.023346;0.952242
57;62;48;0.981609;0.00947601;0.980877
45;63;48;0.980884;0.00980106;0.980214
46;63;48;0.96464;0.0180344;0.963295
47;63;48;0.943687;0.0286701;0.94103
48;63;48;0.922409;0.0394717;0.917928
49;63;48;0.906776;0.0474295;0.900589
50;63;48;0.901568;0.0500565;0.894798
51;63;48;0.90851;0.0465592;0.902501
52;63;48;0.925353;0.0379595;0.92119
53;63;48;0.947075;0.0269614;0.94464
54;63;48;0.967619;0.0165352;0.966397
55;63;48;0.982961;0.008747;0.98236
48;64;48;0.988543;0.00586778;0.988198
49;64;48;0.986004;0.0071547;0.985592
50;64;48;0.985114;0.00759364;0.984701
51;64;48;0.986285;0.00701604;0.985873
52;64;48;0.988998;0.00563684;0.988666
47;36;49;0.989753;0.00524084;0.989466
48;36;49;0.985495;0.00742288;0.985048
49;36;49;0.982097;0.00914411;0.98155
50;36;49;0.98081;0.00980334;0.980208
51;36;49;0.98209;0.00915012;0.981538
52;36;49;0.985482;0.00743423;0.985025
53;36;49;0.989736;0.0052555;0.989436
44;37;49;0.989224;0.00554648;0.988849
45;37;49;0.97678;0.0118961;0.975935
46;37;49;0.956775;0.0220505;0.954945
47;37;49;0.930859;0.0352105;0.927106
48;37;49;0.904425;0.0486392;0.897931
49;37;49;0.884632;0.0586465;0.875654
50;37;49;0.877273;0.0623362;0.867315
51;37;49;0.884573;0.0586802;0.875579
52;37;49;0.904303;0.0487099;0.897777
53;37;49;0.930676;0.035313;0.926887
54;37;49;0.956571;0.0221658;0.954705
55;37;49;0.976601;0.0119969;0.975729
56;37;49;0.9891;0.00561645;0.988707
43;38;49;0.974206;0.0132181;0.973227
44;38;49;0.938066;0.0316439;0.934735
45;38;49;0.876033;0.063122;0.865577
46;38;49;0.793296;0.10497;0.766283
47;38;49;0.706795;0.148747;0.652275
48;38;49;0.634923;0.184921;0.548887
49;38;49;0.589066;0.208179;0.477755
50;38;49;0.573457;0.216063;0.452673
51;38;49;0.58893;0.208253;0.477527
52;38;49;0.634573;0.185108;0.548341
53;38;49;0.706137;0.149096;0.651332
54;38;49;0.792337;0.105476;0.765037
55;38;49;0.87498;0.0636748;0.864328
56;38;49;0.937204;0.0320941;0.933779
57;38;49;0.973678;0.0134929;0.972663
41;39;49;0.985906;0.00728443;0.985331
42;39;49;0.954804;0.0231369;0.952683
43;39;49;0.882775;0.059739;0.873235
44;39;49;0.760026;0.121899;0.723562
45;39;49;0.60853;0.198387;0.508283
46;39;49;0.466677;0.270237;0.266571
47;39;49;0.358171;0.325021;0.0485224
48;39;49;0.287086;0.36087;-0.113872
49;39;49;0.248176;0.380466;-0.210438
50;39;49;0.235984;0.386775;-0.242135
51;39;49;0.248062;0.380526;-0.210733
52;39;49;0.286738;0.361053;-0.114721
53;39;49;0.35733;0.325458;0.0466791
54;39;49;0.465006;0.271103;0.263416
55;39;49;0.605909;0.199743;0.504145
56;39;49;0.756988;0.12346;0.719551
57;39;49;0.880314;0.0609974;0.870399
58;39;49;0.953428;0.0238428;0.951205
59;39;49;0.985329;0.00756993;0.984752
40;40;49;0.983675;0.00842172;0.983022
41;40;49;0.940821;0.0302697;0.937658
42;40;49;0.834465;0.0842316;0.816628
43;40;49;0.656025;0.174534;0.57972
44;40;49;0.455014;0.275928;0.245008
45;40;49;0.29045;0.359012;-0.105568
46;40;49;0.18117;0.414478;-0.391687
47;40;49;0.116854;0.447429;-0.585832
48;40;49;0.0817633;0.465226;-0.701042
49;40;49;0.0648906;0.473993;-0.759167
50;40;49;0.0598391;0.476577;-0.776893
51;40;49;0.0648405;0.474018;-0.759341
52;40;49;0.0815857;0.465317;-0.701644
53;40;49;0.116335;0.447698;-0.58749
54;40;49;0.17987;0.415155;-0.395421
55;40;49;0.287665;0.360433;-0.11228
56;40;49;0.450311;0.278334;0.236024
57;40;49;0.650252;0.177473;0.571178
58;40;49;0.829816;0.0865976;0.811008
59;40;49;0.938442;0.0314744;0.935099
60;40;49;0.982831;0.00883295;0.982186
39;41;49;0.985906;0.00728443;0.985331
40;41;49;0.940821;0.0302697;0.937658
41;41;49;0.815571;0.0938072;0.793689
42;41;49;0.598226;0.203638;0.492089
43;41;49;0.365233;0.321381;0.0638659
44;41;49;0.19421;0.407844;-0.354842
45;41;49;0.0960078;0.457797;-0.653279
46;41;49;0.047104;0.482933;-0.822261
47;41;49;0.024479;0.494648;-0.905692
48;41;49;0.0144612;0.499862;-0.943766
49;41;49;0.0102864;0.501961;-0.959838
50;41;49;0.00913849;0.502481;-0.964276
51;41;49;0.0102737;0.501964;-0.959887
52;41;49;0.0144068;0.499885;-0.943974
53;41;49;0.0242847;0.494744;-0.906422
54;41;49;0.0464948;0.483243;-0.824461
55;41;49;0.0943655;0.458644;-0.65872
56;41;49;0.190475;0.409755;-0.365326
57;41;49;0.358575;0.324756;0.0494917
58;41;49;0.589919;0.207809;0.478998
59;41;49;0.80925;0.0970161;0.785899
60;41;49;0.938032;0.0316731;0.934675
61;41;49;0.985098;0.00767208;0.984544
39;42;49;0.954804;0.0231369;0.952683
40;42;49;0.834465;0.0842316;0.816628
41;42;49;0.598226;0.203638;0.492089
42;42;49;0.336711;0.335708;0.00149219
43;42;49;0.154505;0.427932;-0.469453
44;42;49;0.0616648;0.475387;-0.770358
45;42;49;0.0229589;0.495391;-0.911416
46;42;49;0.00861976;0.502849;-0.966294
47;42;49;0.00358962;0.505344;-0.985894
48;42;49;0.00181856;0.506219;-0.992841
49;42;49;0.00118619;0.506531;-0.995327
50;42;49;0.00102545;0.506624;-0.99596
51;42;49;0.00118406;0.50653;-0.995336
52;42;49;0.0018078;0.506219;-0.992883
53;42;49;0.00354275;0.505362;-0.986077
54;42;49;0.00843492;0.502942;-0.967011
55;42;49;0.0223159;0.495735;-0.913847
56;42;49;0.0597658;0.476376;-0.777052
57;42;49;0.149929;0.430246;-0.483159
58;42;49;0.328525;0.339836;-0.0169226
59;42;49;0.588574;0.208466;0.476899
60;42;49;0.82815;0.0874097;0.809057
61;42;49;0.952606;0.0242349;0.950381
38;43;49;0.974206;0.0132181;0.973227
39;43;49;0.882775;0.059739;0.873235
40;43;49;0.656025;0.174534;0.57972
41;43;49;0.365233;0.321381;0.0638659
42;43;49;0.154505;0.427932;-0.469453
43;43;49;0.0527284;0.47999;-0.80204
44;43;49;0.0155917;0.499134;-0.939417
45;43;49;0.004401;0.505009;-0.982721
46;43;49;0.00131891;0.50648;-0.994805
47;43;49;0.000465725;0.506879;-0.998164
48;43;49;0.000209151;0.507017;-0.999175
49;43;49;0.000126238;0.507044;-0.999502
50;43;49;0.000106184;0.507049;-0.999581
51;43;49;0.000125937;0.507044;-0.999503
52;43;49;0.000207376;0.507017;-0.999182
53;43;49;0.000456753;0.506884;-0.998199
54;43;49;0.0012769;0.506502;-0.994971
55;43;49;0.00421819;0.505108;-0.983436
56;43;49;0.0148929;0.499518;-0.942097
57;43;49;0.0505386;0.481149;-0.809894
58;43;49;0.149172;0.430629;-0.485439
59;43;49;0.356284;0.325888;0.0445579
60;43;49;0.647066;0.179028;0.566568
61;43;49;0.878371;0.0619416;0.868253
62;43;49;0.973114;0.0137497;0.972135
37;44;49;0.989224;0.00554648;0.988849
38;44;49;0.938066;0.0316439;0.934735
39;44;49;0.760026;0.121899;0.723562
40;44;49;0.455014;0.275928;0.245008
41;44;49;0.19421;0.407844;-0.354842
42;44;49;0.0616648;0.475387;-0.770358
43;44;49;0.0155917;0.499134;-0.939417
44;44;49;0.00350198;0.505459;-0.986239
45;44;49;0.000793637;0.506734;-0.996873
46;44;49;0.000201603;0.506983;-0.999205
47;44;49;6.15598e-05;0.507066;-0.999757
48;44;49;2.42259e-05;0.507089;-0.999904
49;44;49;1.32905e-05;0.507092;-0.999948
50;44;49;1.07992e-05;0.507095;-0.999957
51;44;49;1.32509e-05;0.507093;-0.999948
52;44;49;2.39346e-05;0.507092;-0.999906
53;44;49;5.98721e-05;0.507071;-0.999764
54;44;49;0.000192785;0.506996;-0.99924
55;44;49;0.000749844;0.506769;-0.997045
56;44;49;0.00329638;0.505573;-0.987044
57;44;49;0.0147622;0.499597;-0.942599
58;44;49;0.059057;0.476756;-0.779561
59;44;49;0.188392;0.410797;-0.371178
60;44;49;0.446799;0.280074;0.229374
61;44;49;0.754082;0.12486;0.715886
62;44;49;0.93624;0.0325448;0.932813
63;44;49;0.98893;0.00567863;0.988581
37;45;49;0.97678;0.0118961;0.975935
38;45;49;0.876033;0.063122;0.865577
39;45;49;0.60853;0.198387;0.508283
40;45;49;0.29045;0.359012;-0.105568
41;45;49;0.0960078;0.457797;-0.653279
42;45;49;0.0229589;0.495391;-0.911416
43;45;49;0.004401;0.505009;-0.982721
44;45;49;0.000793637;0.506734;-0.996873
45;45;49;0.000152859;0.507004;-0.999397
46;45;49;3.34528e-05;0.507074;-0.999868
47;45;49;8.73621e-06;0.507091;-0.999966
48;45;49;2.93418e-06;0.50709;-0.999988
49;45;49;1.41314e-06;0.507094;-0.999994
50;45;49;1.08999e-06;0.507096;-0.999996
51;45;49;1.40792e-06;0.507096;-0.999994
52;45;49;2.88308e-06;0.507094;-0.999989
53;45;49;8.39788e-06;0.507097;-0.999967
54;45;49;3.15155e-05;0.507085;-0.999876
55;45;49;0.000142434;0.507026;-0.999438
56;45;49;0.000739368;0.506782;-0.997086
57;45;49;0.00413654;0.505163;-0.983756
58;45;49;0.0219071;0.495967;-0.915396
59;45;49;0.0930794;0.459325;-0.663003
60;45;49;0.285142;0.36166;-0.118303
61;45;49;0.603322;0.200997;0.500205
62;45;49;0.873996;0.0641189;0.863303
63;45;49;0.976491;0.0120245;0.975672
37;46;49;0.956775;0.0220505;0.954945
38;46;49;0.793296;0.10497;0.766283
39;46;49;0.466677;0.270237;0.266571
40;46;49;0.18117;0.414478;-0.391687
41;46;49;0.047104;0.482933;-0.822261
42;46;49;0.00861976;0.502849;-0.966294
43;46;49;0.00131891;0.50648;-0.994805
44;46;49;0.000201603;0.506983;-0.999205
45;46;49;3.34528e-05;0.507074;-0.999868
46;46;49;6.25622e-06;0.507088;-0.999975
47;46;49;1.37855e-06;0.507087;-0.999995
48;46;49;3.83634e-07;0.507089;-0.999998
49;46;49;1.54195e-07;0.507094;-0.999999
50;46;49;1.09545e-07;0.507095;-1
51;46;49;1.53411e-07;0.507097;-0.999999
52;46;49;3.73488e-07;0.507094;-0.999999
53;46;49;1.30388e-06;0.507094;-0.999995
54;46;49;5.796e-06;0.507099;-0.999977
55;46;49;3.08147e-05;0.507091;-0.999878
56;46;49;0.000187047;0.50701;-0.999262
57;46;49;0.00124185;0.506543;-0.995109
58;46;49;0.00826191;0.503062;-0.967684
59;46;49;0.0459196;0.483548;-0.826544
60;46;49;0.178816;0.415702;-0.39845
61;46;49;0.464031;0.271532;0.261703
62;46;49;0.79233;0.105435;0.765117
63;46;49;0.956839;0.0220008;0.955047
36;47;49;0.989753;0.00524084;0.989466
37;47;49;0.930859;0.0352105;0.927106
38;47;49;0.706795;0.148747;0.652275
39;47;49;0.358171;0.325021;0.0485224
40;47;49;0.116854;0.447429;-0.585832
41;47;49;0.024479;0.494648;-0.905692
42;47;49;0.00358962;0.505344;-0.985894
43;47;49;0.000465725;0.506879;-0.998164
44;47;49;6.15598e-05;0.507066;-0.999757
45;47;49;8.73621e-06;0.507091;-0.999966
46;47;49;1.37855e-06;0.507087;-0.999995
47;47;49;2.52901e-07;0.507091;-0.999999
48;47;49;5.70419e-08;0.507092;-1
49;47;49;1.80879e-08;0.507095;-1
50;47;49;1.12529e-08;0.507093;-1
51;47;49;1.79234e-08;0.507097;-1
52;47;49;5.46696e-08;0.507097;-1
53;47;49;2.34423e-07;0.507098;-0.999999
54;47;49;1.25938e-06;0.507097;-0.999995
55;47;49;8.02611e-06;0.507106;-0.999968
56;47;49;5.75424e-05;0.507086;-0.999773
57;47;49;0.000444343;0.50691;-0.998248
58;47;49;0.00349031;0.505411;-0.986283
59;47;49;0.0241784;0.494824;-0.906827
60;47;49;0.116499;0.447615;-0.586967
61;47;49;0.358505;0.32485;0.0492489
62;47;49;0.70815;0.148032;0.654205
63;47;49;0.931823;0.0347074;0.928181
64;47;49;0.989989;0.00511212;0.989725
36;48;49;0.985495;0.00742288;0.985048
37;48;49;0.904425;0.0486392;0.897931
38;48;49;0.634923;0.184921;0.548887
39;48;49;0.287086;0.36087;-0.113872
40;48;49;0.0817633;0.465226;-0.701042
41;48;49;0.0144612;0.499862;-0.943766
42;48;49;0.00181856;0.506219;-0.992841
43;48;49;0.000209151;0.507017;-0.999175
44;48;49;2.42259e-05;0.507089;-0.999904
45;48;49;2.93418e-06;0.50709;-0.999988
46;48;49;3.83634e-07;0.507089;-0.999998
47;48;49;5.70419e-08;0.507092;-1
48;48;49;1.02023e-08;0.50709;-1
49;48;49;2.437e-09;0.507091;-1
50;48;49;1.23316e-09;0.50709;-1
51;48;49;2.38657e-09;0.507093;-1
52;48;49;9.54371e-09;0.507094;-1
53;48;49;5.19436e-08;0.507099;-1
54;48;49;3.50797e-07;0.507098;-0.999999
55;48;49;2.74257e-06;0.507103;-0.999989
56;48;49;2.3219e-05;0.507104;-0.999908
57;48;49;0.000204862;0.507034;-0.999192
58;48;49;0.00181063;0.506231;-0.992872
59;48;49;0.0145557;0.499817;-0.943404
60;48;49;0.0826414;0.464784;-0.698072
61;48;49;0.289929;0.359426;-0.107024
62;48;49;0.639186;0.182743;0.555331
63;48;49;0.906776;0.0474295;0.900589
64;48;49;0.986004;0.0071547;0.985592
36;49;49;0.982097;0.00914411;0.98155
37;49;49;0.884632;0.0586465;0.875654
38;49;49;0.589066;0.208179;0.477755
39;49;49;0.248176;0.380466;-0.210438
40;49;49;0.0648906;0.473993;-0.759167
41;49;49;0.0102864;0.501961;-0.959838
42;49;49;0.00118619;0.506531;-0.995327
43;49;49;0.000126238;0.507044;-0.999502
44;49;49;1.32905e-05;0.507092;-0.999948
45;49;49;1.41314e-06;0.507094;-0.999994
46;49;49;1.54195e-07;0.507094;-0.999999
47;49;49;1.80879e-08;0.507095;-1
48;49;49;2.437e-09;0.507091;-1
49;49;49;4.13279e-10;0.507095;-1
50;49;49;1.52884e-10;0.507093;-1
51;49;49;3.90621e-10;0.507096;-1
52;49;49;2.21092e-09;0.507094;-1
53;49;49;1.65599e-08;0.507099;-1
54;49;49;1.45965e-07;0.507102;-0.999999
55;49;49;1.38112e-06;0.507104;-0.999995
56;49;49;1.3292e-05;0.507104;-0.999948
57;49;49;0.000128198;0.507055;-0.999494
58;49;49;0.00121613;0.506531;-0.99521
59;49;49;0.0105867;0.501812;-0.958678
60;49;49;0.0665906;0.473125;-0.753238
61;49;49;0.253053;0.377985;-0.197978
62;49;49;0.596168;0.204566;0.489054
63;49;49;0.888549;0.0566517;0.880128
64;49;49;0.982916;0.00872122;0.98241
36;50;49;0.98081;0.00980334;0.980208
37;50;49;0.877273;0.0623362;0.867315
38;50;49;0.573457;0.216063;0.452673
39;50;49;0.235984;0.386775;-0.242135
40;50;49;0.0598391;0.476577;-0.776893
41;50;49;0.00913849;0.502481;-0.964276
42;50;49;0.00102545;0.506624;-0.99596
43;50;49;0.000106184;0.507049;-0.999581
44;50;49;1.07992e-05;0.507095;-0.999957
45;50;49;1.08999e-06;0.507096;-0.999996
46;50;49;1.09545e-07;0.507095;-1
47;50;49;1.12529e-08;0.507093;-1
48;50;49;1.23316e-09;0.50709;-1
49;50;49;1.52884e-10;0.507093;-1
50;50;49;3.63125e-11;0.50709;-1
51;50;49;1.32332e-10;0.507094;-1
52;50;49;1.1185e-09;0.507091;-1
53;50;49;1.0879e-08;0.507096;-1
54;50;49;1.10755e-07;0.5071;-1
55;50;49;1.13009e-06;0.507103;-0.999996
56;50;49;1.13345e-05;0.507104;-0.999955
57;50;49;0.000112021;0.507058;-0.999558
58;50;49;0.00108271;0.506613;-0.995735
59;50;49;0.00961271;0.502247;-0.96244
60;50;49;0.0622974;0.475321;-0.768247
61;50;49;0.242752;0.383326;-0.22453
62;50;49;0.583117;0.211156;0.468303
63;50;49;0.882497;0.0596794;0.873316
64;50;49;0.981863;0.00926126;0.981312
36;51;49;0.98209;0.00915012;0.981538
37;51;49;0.884573;0.0586802;0.875579
38;51;49;0.58893;0.208253;0.477527
39;51;49;0.248062;0.380526;-0.210733
40;51;49;0.0648405;0.474018;-0.759341
41;51;49;0.0102737;0.501964;-0.959887
42;51;49;0.00118406;0.50653;-0.995336
43;51;49;0.000125937;0.507044;-0.999503
44;51;49;1.32509e-05;0.507093;-0.999948
45;51;49;1.40792e-06;0.507096;-0.999994
46;51;49;1.53411e-07;0.507097;-0.999999
47;51;49;1.79234e-08;0.507097;-1
48;51;49;2.38657e-09;0.507093;-1
49;51;49;3.90621e-10;0.507096;-1
50;51;49;1.32332e-10;0.507094;-1
51;51;49;3.7327e-10;0.507096;-1
52;51;49;2.41193e-09;0.507093;-1
53;51;49;1.90043e-08;0.507098;-1
54;51;49;1.66825e-07;0.507098;-0.999999
55;51;49;1.54495e-06;0.5071;-0.999994
56;51;49;1.45385e-05;0.5071;-0.999943
57;51;49;0.000137532;0.507048;-0.999458
58;51;49;0.00128382;0.506491;-0.994943
59;51;49;0.0110176;0.501598;-0.957014
60;51;49;0.0683371;0.472239;-0.747169
61;51;49;0.257009;0.375942;-0.187901
62;51;49;0.60089;0.202185;0.496472
63;51;49;0.890534;0.0556451;0.882379
64;51;49;0.983217;0.00856531;0.982727
36;52;49;0.985482;0.00743423;0.985025
37;52;49;0.904303;0.0487099;0.897777
38;52;49;0.634573;0.185108;0.548341
39;52;49;0.286738;0.361053;-0.114721
40;52;49;0.0815857;0.465317;-0.701644
41;52;49;0.0144068;0.499885;-0.943974
42;52;49;0.0018078;0.506219;-0.992883
43;52;49;0.000207376;0.507017;-0.999182
44;52;49;2.39346e-05;0.507092;-0.999906
45;52;49;2.88308e-06;0.507094;-0.999989
46;52;49;3.73488e-07;0.507094;-0.999999
47;52;49;5.46696e-08;0.507097;-1
48;52;49;9.54371e-09;0.507094;-1
49;52;49;2.21092e-09;0.507094;-1
50;52;49;1.1185e-09;0.507091;-1
51;52;49;2.41193e-09;0.507093;-1
52;52;49;1.09679e-08;0.507091;-1
53;52;49;6.42992e-08;0.507095;-1
54;52;49;4.39553e-07;0.507091;-0.999998
55;52;49;3.35714e-06;0.507095;-0.999987
56;52;49;2.74673e-05;0.507092;-0.999892
57;52;49;0.000234347;0.507013;-0.999076
58;52;49;0.00201154;0.50613;-0.992083
59;52;49;0.0157172;0.499219;-0.938955
60;52;49;0.0868272;0.462616;-0.683945
